Product ID,Country Code,Price Tier
family.aladdin.ios.subscription.free,LC,0
family.aladdin.ios.subscription.free,LK,0
family.aladdin.ios.subscription.free,LR,0
family.aladdin.ios.subscription.free,LT,0
family.aladdin.ios.subscription.free,LU,0
family.aladdin.ios.subscription.free,LV,0
family.aladdin.ios.subscription.free,MD,0
family.aladdin.ios.subscription.free,MG,0
family.aladdin.ios.subscription.free,MK,0
family.aladdin.ios.subscription.free,ML,0
family.aladdin.ios.subscription.free,MN,0
family.aladdin.ios.subscription.free,MO,0
family.aladdin.ios.subscription.free,MT,0
family.aladdin.ios.subscription.free,MU,0
family.aladdin.ios.subscription.free,MW,0
family.aladdin.ios.subscription.free,MX,0
family.aladdin.ios.subscription.free,MY,0
family.aladdin.ios.subscription.free,MZ,0
family.aladdin.ios.subscription.free,NA,0
family.aladdin.ios.subscription.free,NE,0
family.aladdin.ios.subscription.free,NG,0
family.aladdin.ios.subscription.free,NI,0
family.aladdin.ios.subscription.free,NL,0
family.aladdin.ios.subscription.free,NO,0
family.aladdin.ios.subscription.free,NP,0
family.aladdin.ios.subscription.free,NZ,0
family.aladdin.ios.subscription.free,OM,0
family.aladdin.ios.subscription.free,PA,0
family.aladdin.ios.subscription.free,PE,0
family.aladdin.ios.subscription.free,PG,0
family.aladdin.ios.subscription.free,PH,0
family.aladdin.ios.subscription.free,PK,0
family.aladdin.ios.subscription.free,PL,0
family.aladdin.ios.subscription.free,PT,0
family.aladdin.ios.subscription.free,PW,0
family.aladdin.ios.subscription.free,PY,0
family.aladdin.ios.subscription.free,QA,0
family.aladdin.ios.subscription.free,RO,0
family.aladdin.ios.subscription.free,RU,0
family.aladdin.ios.subscription.free,SA,0
family.aladdin.ios.subscription.free,SB,0
family.aladdin.ios.subscription.free,SC,0
family.aladdin.ios.subscription.free,SE,0
family.aladdin.ios.subscription.free,SG,0
family.aladdin.ios.subscription.free,SI,0
family.aladdin.ios.subscription.free,SK,0
family.aladdin.ios.subscription.free,SN,0
family.aladdin.ios.subscription.free,SR,0
family.aladdin.ios.subscription.free,ST,0
family.aladdin.ios.subscription.free,SV,0
family.aladdin.ios.subscription.free,SZ,0
family.aladdin.ios.subscription.free,TC,0
family.aladdin.ios.subscription.free,TD,0
family.aladdin.ios.subscription.free,TH,0
family.aladdin.ios.subscription.free,TJ,0
family.aladdin.ios.subscription.free,TN,0
family.aladdin.ios.subscription.free,TR,0
family.aladdin.ios.subscription.free,TT,0
family.aladdin.ios.subscription.free,TW,0
family.aladdin.ios.subscription.free,TZ,0
family.aladdin.ios.subscription.free,UA,0
family.aladdin.ios.subscription.free,UG,0
family.aladdin.ios.subscription.free,US,0
family.aladdin.ios.subscription.free,UY,0
family.aladdin.ios.subscription.free,UZ,0
family.aladdin.ios.subscription.free,VC,0
family.aladdin.ios.subscription.free,VE,0
family.aladdin.ios.subscription.free,VG,0
family.aladdin.ios.subscription.free,VN,0
family.aladdin.ios.subscription.free,VU,0
family.aladdin.ios.subscription.free,WS,0
family.aladdin.ios.subscription.free,ZA,0
family.aladdin.ios.subscription.free,ZW,0
